ExistingProtection,Occupation,Budget,Gender,WorkingYear,Plan
"N","服務",37900,0,5,"儲蓄計劃"
"N","教育",50800,1,6,"儲蓄計劃"
"N","法律",25800,0,9,"儲蓄計劃"
"N","金融",119550,1,1,"儲蓄計劃"
"Y","醫療",69550,1,6,"儲蓄計劃"
"N","服務",49550,1,9,"儲蓄計劃"
"N","教育",59100,0,6,"儲蓄計劃"
"Y","法律",49100,0,7,"儲蓄計劃"
"Y","醫療",60700,1,4,"儲蓄計劃"
"N","服務",45700,0,7,"儲蓄計劃"
"N","教育",51400,0,8,"儲蓄計劃"
"Y","法律",21400,0,3,"儲蓄計劃"
"Y","醫療",71300,1,8,"儲蓄計劃"
"N","服務",36300,1,3,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",22600,0,9,"儲蓄計劃"
"N","醫療",56950,1,2,"儲蓄計劃"
"N","教育",63900,1,4,"儲蓄計劃"
"Y","法律",13900,0,9,"儲蓄計劃"
"Y","醫療",73400,0,6,"儲蓄計劃"
"N","教育",51800,1,6,"儲蓄計劃"
"N","法律",16800,0,7,"儲蓄計劃"
"Y","醫療",58600,0,6,"儲蓄計劃"
"N","服務",38600,0,1,"儲蓄計劃"
"N","教育",67200,0,6,"儲蓄計劃"
"N","法律",47200,1,7,"儲蓄計劃"
"N","金融",112550,1,1,"儲蓄計劃"
"N","醫療",72550,0,4,"儲蓄計劃"
"N","教育",35100,0,6,"儲蓄計劃"
"Y","法律",15100,0,5,"儲蓄計劃"
"N","金融",122250,0,1,"儲蓄計劃"
"Y","醫療",62250,0,4,"儲蓄計劃"
"N","服務",37250,0,7,"儲蓄計劃"
"N","教育",64500,1,8,"儲蓄計劃"
"Y","法律",44500,1,7,"儲蓄計劃"
"Y","醫療",64150,1,6,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",38300,1,1,"儲蓄計劃"
"N","醫療",54600,0,6,"儲蓄計劃"
"N","教育",64200,0,8,"儲蓄計劃"
"Y","法律",29200,1,3,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",35200,0,1,"儲蓄計劃"
"N","教育",60400,0,8,"儲蓄計劃"
"N","法律",40400,1,3,"儲蓄計劃"
"Y","醫療",58950,0,2,"儲蓄計劃"
"N","服務",33950,0,7,"儲蓄計劃"
"N","教育",72900,1,6,"儲蓄計劃"
"Y","法律",17900,1,5,"儲蓄計劃"
"Y","醫療",70650,1,4,"儲蓄計劃"
"N","教育",41300,0,4,"儲蓄計劃"
"N","法律",21300,1,5,"儲蓄計劃"
"Y","醫療",61600,1,6,"儲蓄計劃"
"N","服務",36600,1,3,"儲蓄計劃"
"N","教育",48200,1,8,"儲蓄計劃"
"N","法律",23200,1,9,"儲蓄計劃"
"N","醫療",57950,1,2,"儲蓄計劃"
"N","教育",35900,0,2,"儲蓄計劃"
"N","法律",15900,1,5,"儲蓄計劃"
"N","金融",108600,1,1,"儲蓄計劃"
"N","醫療",53600,1,6,"儲蓄計劃"
"N","服務",38600,1,9,"儲蓄計劃"
"N","教育",67200,1,4,"儲蓄計劃"
"Y","法律",47200,0,7,"儲蓄計劃"
"N","金融",124700,0,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",54700,1,1,"儲蓄計劃"
"N","教育",69400,0,2,"儲蓄計劃"
"Y","法律",19400,1,7,"儲蓄計劃"
"Y","醫療",61550,0,8,"儲蓄計劃"
"N","教育",58100,0,6,"儲蓄計劃"
"N","法律",43100,1,9,"儲蓄計劃"
"Y","醫療",62050,0,8,"儲蓄計劃"
"N","服務",47050,1,3,"儲蓄計劃"
"N","教育",69100,1,8,"儲蓄計劃"
"Y","法律",24100,0,3,"儲蓄計劃"
"Y","醫療",55700,1,2,"儲蓄計劃"
"N","服務",40700,1,5,"儲蓄計劃"
"N","教育",56400,0,8,"儲蓄計劃"
"Y","法律",31400,1,5,"儲蓄計劃"
"Y","醫療",69100,1,8,"儲蓄計劃"
"N","服務",39100,0,9,"儲蓄計劃"
"N","教育",38200,0,4,"儲蓄計劃"
"Y","法律",48200,1,5,"儲蓄計劃"
"Y","醫療",63550,1,6,"儲蓄計劃"
"N","服務",48550,0,7,"儲蓄計劃"
"N","教育",72100,1,2,"儲蓄計劃"
"N","法律",27100,0,9,"儲蓄計劃"
"Y","醫療",62050,0,6,"儲蓄計劃"
"N","服務",37050,1,1,"儲蓄計劃"
"N","教育",64100,0,6,"儲蓄計劃"
"Y","法律",44100,0,5,"儲蓄計劃"
"Y","醫療",64050,1,8,"儲蓄計劃"
"N","服務",39050,1,9,"儲蓄計劃"
"N","教育",38100,1,2,"儲蓄計劃"
"Y","法律",48100,1,9,"儲蓄計劃"
"Y","醫療",56350,1,8,"儲蓄計劃"
"N","服務",41350,0,1,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",12700,0,1,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",44000,1,9,"儲蓄計劃"
"N","教育",63000,0,4,"儲蓄計劃"
"Y","法律",18000,0,9,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",30900,1,5,"儲蓄計劃"
"N","教育",36800,0,4,"儲蓄計劃"
"Y","法律",31800,1,3,"儲蓄計劃"
"N","醫療",64800,1,6,"儲蓄計劃"
"N","服務",49800,0,9,"儲蓄計劃"
"N","教育",74600,0,6,"儲蓄計劃"
"Y","法律",29600,1,9,"儲蓄計劃"
"N","金融",128150,0,1,"儲蓄計劃"
"Y","醫療",53150,1,6,"儲蓄計劃"
"N","服務",38150,0,9,"儲蓄計劃"
"N","教育",51300,1,6,"儲蓄計劃"
"Y","法律",46300,0,5,"儲蓄計劃"
"Y","醫療",68250,1,6,"儲蓄計劃"
"N","服務",48250,1,3,"儲蓄計劃"
"N","教育",71500,1,8,"儲蓄計劃"
"Y","法律",26500,0,5,"儲蓄計劃"
"N","金融",105300,1,1,"儲蓄計劃"
"N","醫療",70300,0,6,"儲蓄計劃"
"N","服務",45300,1,7,"儲蓄計劃"
"N","教育",50600,0,8,"儲蓄計劃"
"Y","法律",40600,1,9,"儲蓄計劃"
"Y","醫療",65300,1,8,"儲蓄計劃"
"N","服務",45300,1,7,"儲蓄計劃"
"N","教育",35600,0,6,"儲蓄計劃"
"Y","法律",40600,1,3,"儲蓄計劃"
"N","金融",106550,1,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","教育",48100,1,6,"儲蓄計劃"
"Y","法律",33100,1,9,"儲蓄計劃"
"N","醫療",66600,0,2,"儲蓄計劃"
"N","教育",48200,0,4,"儲蓄計劃"
"N","法律",13200,0,1,"儲蓄計劃"
"Y","醫療",72300,1,4,"儲蓄計劃"
"N","服務",37300,1,7,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",44600,0,7,"儲蓄計劃"
"Y","醫療",62550,0,8,"儲蓄計劃"
"N","服務",32550,0,5,"儲蓄計劃"
"N","教育",70100,1,6,"儲蓄計劃"
"N","法律",35100,1,1,"儲蓄計劃"
"Y","醫療",67850,1,4,"儲蓄計劃"
"N","服務",47850,1,5,"儲蓄計劃"
"N","教育",40700,0,6,"儲蓄計劃"
"Y","法律",45700,1,9,"儲蓄計劃"
"Y","醫療",69850,1,8,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",49700,0,5,"儲蓄計劃"
"N","金融",129800,1,1,"儲蓄計劃"
"Y","醫療",74800,1,2,"儲蓄計劃"
"N","服務",39800,1,5,"儲蓄計劃"
"N","教育",54600,1,2,"儲蓄計劃"
"Y","法律",29600,1,3,"儲蓄計劃"
"N","醫療",57000,0,8,"儲蓄計劃"
"N","服務",42000,0,7,"儲蓄計劃"
"N","教育",59000,1,2,"儲蓄計劃"
"N","法律",34000,0,7,"儲蓄計劃"
"Y","醫療",67100,0,2,"儲蓄計劃"
"N","服務",47100,1,1,"儲蓄計劃"
"N","教育",54200,0,2,"儲蓄計劃"
"Y","法律",24200,1,1,"儲蓄計劃"
"Y","醫療",67600,1,8,"儲蓄計劃"
"N","服務",32600,0,7,"儲蓄計劃"
"N","教育",40200,1,2,"儲蓄計劃"
"Y","法律",15200,0,1,"儲蓄計劃"
"N","醫療",58550,1,6,"儲蓄計劃"
"N","服務",33550,1,3,"儲蓄計劃"
"N","教育",57100,1,6,"儲蓄計劃"
"Y","法律",37100,0,1,"儲蓄計劃"
"Y","醫療",62750,1,8,"儲蓄計劃"
"N","服務",42750,0,9,"儲蓄計劃"
"N","教育",60500,0,8,"儲蓄計劃"
"N","法律",35500,0,7,"儲蓄計劃"
"Y","醫療",54200,0,8,"儲蓄計劃"
"N","服務",39200,0,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",28400,0,5,"儲蓄計劃"
"Y","醫療",59100,0,4,"儲蓄計劃"
"N","服務",44100,1,5,"儲蓄計劃"
"N","教育",63200,1,6,"儲蓄計劃"
"Y","法律",38200,1,3,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",38950,1,7,"儲蓄計劃"
"N","教育",52900,0,6,"儲蓄計劃"
"N","法律",27900,1,9,"儲蓄計劃"
"N","醫療",56500,1,6,"儲蓄計劃"
"N","教育",48000,1,8,"儲蓄計劃"
"N","法律",33000,0,7,"儲蓄計劃"
"Y","醫療",70650,0,4,"儲蓄計劃"
"N","服務",40650,0,7,"儲蓄計劃"
"N","教育",41300,0,6,"儲蓄計劃"
"N","法律",31300,1,1,"儲蓄計劃"
"Y","醫療",71050,0,4,"儲蓄計劃"
"N","服務",56050,0,1,"儲蓄計劃"
"N","教育",42100,1,2,"儲蓄計劃"
"Y","法律",42100,1,3,"儲蓄計劃"
"N","醫療",54800,0,4,"儲蓄計劃"
"N","服務",49800,0,3,"儲蓄計劃"
"N","教育",74600,1,8,"儲蓄計劃"
"Y","法律",49600,1,1,"儲蓄計劃"
"N","醫療",64800,0,2,"儲蓄計劃"
"N","服務",49800,1,3,"儲蓄計劃"
"N","教育",44600,0,2,"儲蓄計劃"
"Y","法律",29600,1,1,"儲蓄計劃"
"N","金融",122200,1,1,"儲蓄計劃"
"N","醫療",52200,0,2,"儲蓄計劃"
"N","服務",32200,0,3,"儲蓄計劃"
"N","教育",39400,0,6,"儲蓄計劃"
"Y","法律",14400,1,5,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",43700,1,1,"儲蓄計劃"
"Y","醫療",53850,1,2,"儲蓄計劃"
"N","教育",47700,1,8,"儲蓄計劃"
"N","法律",27700,0,1,"儲蓄計劃"
"Y","醫療",58550,1,2,"儲蓄計劃"
"N","服務",43550,1,1,"儲蓄計劃"
"N","教育",47100,0,2,"儲蓄計劃"
"Y","法律",17100,1,3,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",40850,0,1,"儲蓄計劃"
"N","教育",41700,1,4,"儲蓄計劃"
"N","法律",11700,1,9,"儲蓄計劃"
"Y","醫療",72400,0,2,"儲蓄計劃"
"N","服務",47400,1,3,"儲蓄計劃"
"N","教育",54800,0,4,"儲蓄計劃"
"Y","法律",44800,0,5,"儲蓄計劃"
"N","金融",120950,0,1,"儲蓄計劃"
"Y","醫療",65950,1,4,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",31900,0,7,"儲蓄計劃"
"N","金融",131650,0,1,"儲蓄計劃"
"Y","醫療",71650,0,8,"儲蓄計劃"
"N","服務",36650,0,3,"儲蓄計劃"
"N","教育",63300,1,2,"儲蓄計劃"
"Y","法律",43300,1,5,"儲蓄計劃"
"Y","醫療",58250,1,4,"儲蓄計劃"
"N","教育",51500,1,6,"儲蓄計劃"
"Y","法律",16500,0,1,"儲蓄計劃"
"N","醫療",61300,0,2,"儲蓄計劃"
"N","服務",36300,0,1,"儲蓄計劃"
"N","教育",62600,1,2,"儲蓄計劃"
"Y","法律",22600,1,1,"儲蓄計劃"
"N","金融",99550,1,1,"儲蓄計劃"
"Y","醫療",54550,1,8,"儲蓄計劃"
"N","服務",39550,1,5,"儲蓄計劃"
"N","教育",69100,1,8,"儲蓄計劃"
"Y","法律",29100,0,1,"儲蓄計劃"
"N","醫療",0,0,0,"儲蓄計劃"
"N","服務",32400,1,5,"儲蓄計劃"
"N","教育",69800,1,8,"儲蓄計劃"
"Y","法律",34800,1,9,"儲蓄計劃"
"Y","醫療",70500,0,4,"儲蓄計劃"
"N","服務",45500,0,9,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",21000,1,9,"儲蓄計劃"
"Y","醫療",51850,1,8,"儲蓄計劃"
"N","服務",46850,0,7,"儲蓄計劃"
"N","教育",53700,1,6,"儲蓄計劃"
"N","法律",23700,0,1,"儲蓄計劃"
"Y","醫療",59950,1,8,"儲蓄計劃"
"N","服務",34950,1,1,"儲蓄計劃"
"N","教育",59900,0,2,"儲蓄計劃"
"Y","法律",19900,1,3,"儲蓄計劃"
"N","醫療",55950,0,6,"儲蓄計劃"
"N","服務",50950,1,1,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",11900,0,9,"儲蓄計劃"
"Y","醫療",64350,0,6,"儲蓄計劃"
"N","服務",34350,1,5,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"N","法律",18700,0,1,"儲蓄計劃"
"Y","醫療",52350,1,8,"儲蓄計劃"
"N","服務",32350,0,9,"儲蓄計劃"
"N","教育",39700,1,2,"儲蓄計劃"
"Y","法律",34700,1,3,"儲蓄計劃"
"Y","醫療",55550,0,4,"儲蓄計劃"
"N","教育",76100,0,8,"儲蓄計劃"
"Y","法律",31100,0,3,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","教育",62900,0,4,"儲蓄計劃"
"Y","法律",32900,1,3,"儲蓄計劃"
"Y","醫療",69950,0,8,"儲蓄計劃"
"N","服務",34950,0,5,"儲蓄計劃"
"N","教育",44900,0,2,"儲蓄計劃"
"Y","法律",39900,0,5,"儲蓄計劃"
"Y","醫療",56700,0,4,"儲蓄計劃"
"N","服務",41700,0,1,"儲蓄計劃"
"N","教育",58400,1,2,"儲蓄計劃"
"Y","法律",13400,1,5,"儲蓄計劃"
"Y","醫療",61800,1,6,"儲蓄計劃"
"N","教育",48600,1,6,"儲蓄計劃"
"N","法律",13600,0,7,"儲蓄計劃"
"N","金融",116750,1,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",31750,0,5,"儲蓄計劃"
"N","教育",68500,1,2,"儲蓄計劃"
"Y","法律",13500,1,9,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",55850,0,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",41700,0,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",30750,1,3,"儲蓄計劃"
"N","教育",66500,0,4,"儲蓄計劃"
"Y","法律",31500,1,1,"儲蓄計劃"
"Y","醫療",65850,0,2,"儲蓄計劃"
"N","服務",40850,1,7,"儲蓄計劃"
"N","教育",41700,1,2,"儲蓄計劃"
"Y","法律",31700,1,5,"儲蓄計劃"
"N","醫療",61500,0,2,"儲蓄計劃"
"N","服務",36500,0,7,"儲蓄計劃"
"N","教育",48000,0,6,"儲蓄計劃"
"N","法律",23000,1,3,"儲蓄計劃"
"Y","醫療",59400,1,4,"儲蓄計劃"
"N","服務",44400,1,9,"儲蓄計劃"
"N","教育",78800,0,6,"儲蓄計劃"
"Y","法律",18800,0,7,"儲蓄計劃"
"N","醫療",70650,0,8,"儲蓄計劃"
"N","服務",30650,1,9,"儲蓄計劃"
"N","教育",36300,1,6,"儲蓄計劃"
"N","法律",31300,0,5,"儲蓄計劃"
"N","金融",93900,0,1,"儲蓄計劃"
"N","醫療",68900,0,6,"儲蓄計劃"
"N","服務",43900,1,1,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",37800,0,1,"儲蓄計劃"
"N","金融",109250,0,1,"儲蓄計劃"
"Y","醫療",54250,0,2,"儲蓄計劃"
"N","服務",34250,1,7,"儲蓄計劃"
"N","教育",43500,0,6,"儲蓄計劃"
"Y","法律",18500,0,7,"儲蓄計劃"
"N","醫療",55100,0,2,"儲蓄計劃"
"N","服務",45100,1,5,"儲蓄計劃"
"N","教育",65200,1,4,"儲蓄計劃"
"Y","法律",20200,0,3,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",42800,1,7,"儲蓄計劃"
"N","教育",75600,1,4,"儲蓄計劃"
"Y","法律",15600,1,1,"儲蓄計劃"
"N","醫療",55400,1,4,"儲蓄計劃"
"N","服務",35400,1,5,"儲蓄計劃"
"N","教育",60800,0,2,"儲蓄計劃"
"N","法律",20800,0,5,"儲蓄計劃"
"N","金融",78550,1,1,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",43550,0,7,"儲蓄計劃"
"N","教育",77100,0,4,"儲蓄計劃"
"Y","法律",17100,0,5,"儲蓄計劃"
"N","醫療",62800,0,2,"儲蓄計劃"
"N","服務",47800,1,5,"儲蓄計劃"
"N","教育",55600,0,4,"儲蓄計劃"
"N","法律",45600,0,7,"儲蓄計劃"
"Y","醫療",71400,1,4,"儲蓄計劃"
"N","教育",72800,0,8,"儲蓄計劃"
"N","法律",42800,0,9,"儲蓄計劃"
"Y","醫療",62800,0,6,"儲蓄計劃"
"N","服務",37800,0,5,"儲蓄計劃"
"N","教育",65600,1,8,"儲蓄計劃"
"Y","法律",45600,1,9,"儲蓄計劃"
"Y","醫療",63650,0,2,"儲蓄計劃"
"N","教育",77300,0,2,"儲蓄計劃"
"N","法律",47300,0,7,"儲蓄計劃"
"Y","醫療",50300,1,8,"儲蓄計劃"
"N","教育",60600,0,4,"儲蓄計劃"
"N","法律",10600,1,5,"儲蓄計劃"
"N","金融",127400,1,1,"儲蓄計劃"
"Y","醫療",67400,0,8,"儲蓄計劃"
"N","服務",47400,0,1,"儲蓄計劃"
"N","教育",54800,0,6,"儲蓄計劃"
"N","法律",24800,0,3,"儲蓄計劃"
"N","金融",121050,1,1,"儲蓄計劃"
"N","醫療",61050,0,8,"儲蓄計劃"
"N","服務",31050,1,9,"儲蓄計劃"
"N","教育",67100,1,6,"儲蓄計劃"
"N","法律",32100,0,3,"儲蓄計劃"
"N","醫療",63400,0,4,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",16800,1,3,"儲蓄計劃"
"N","金融",119250,0,1,"儲蓄計劃"
"Y","醫療",69250,0,2,"儲蓄計劃"
"N","服務",34250,1,1,"儲蓄計劃"
"N","教育",73500,1,8,"儲蓄計劃"
"Y","法律",38500,1,5,"儲蓄計劃"
"N","金融",78600,1,1,"儲蓄計劃"
"N","醫療",63600,1,6,"儲蓄計劃"
"N","教育",52200,1,2,"儲蓄計劃"
"N","法律",37200,1,5,"儲蓄計劃"
"Y","醫療",62000,1,6,"儲蓄計劃"
"N","服務",32000,0,9,"儲蓄計劃"
"N","教育",39000,1,6,"儲蓄計劃"
"N","法律",14000,1,7,"儲蓄計劃"
"N","醫療",51200,1,2,"儲蓄計劃"
"N","教育",42400,1,6,"儲蓄計劃"
"Y","法律",42400,0,1,"儲蓄計劃"
"N","醫療",65950,1,6,"儲蓄計劃"
"N","教育",56900,1,2,"儲蓄計劃"
"Y","法律",21900,0,7,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","教育",35100,0,8,"儲蓄計劃"
"Y","法律",35100,1,3,"儲蓄計劃"
"N","醫療",50250,0,6,"儲蓄計劃"
"N","服務",35250,1,5,"儲蓄計劃"
"N","教育",75500,0,2,"儲蓄計劃"
"N","法律",20500,1,1,"儲蓄計劃"
"N","醫療",53500,1,8,"儲蓄計劃"
"N","服務",48500,1,5,"儲蓄計劃"
"N","教育",72000,0,6,"儲蓄計劃"
"N","法律",47000,1,9,"儲蓄計劃"
"Y","醫療",74300,0,6,"儲蓄計劃"
"N","服務",34300,0,7,"儲蓄計劃"
"N","教育",58600,1,4,"儲蓄計劃"
"Y","法律",38600,0,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",57050,1,1,"儲蓄計劃"
"N","教育",44100,0,4,"儲蓄計劃"
"N","法律",24100,0,9,"儲蓄計劃"
"N","醫療",62850,1,2,"儲蓄計劃"
"N","服務",37850,1,3,"儲蓄計劃"
"N","教育",65700,1,2,"儲蓄計劃"
"Y","法律",45700,1,9,"儲蓄計劃"
"Y","醫療",57750,0,8,"儲蓄計劃"
"N","服務",47750,1,1,"儲蓄計劃"
"N","教育",70500,0,4,"儲蓄計劃"
"Y","法律",25500,1,7,"儲蓄計劃"
"N","醫療",50450,0,6,"儲蓄計劃"
"N","服務",45450,1,9,"儲蓄計劃"
"N","教育",35900,0,4,"儲蓄計劃"
"Y","法律",40900,1,5,"儲蓄計劃"
"Y","醫療",53700,0,8,"儲蓄計劃"
"N","服務",48700,1,7,"儲蓄計劃"
"N","教育",72400,1,6,"儲蓄計劃"
"Y","法律",27400,0,1,"儲蓄計劃"
"N","醫療",69250,1,2,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",38500,1,7,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","服務",47450,1,1,"儲蓄計劃"
"N","教育",39900,1,2,"儲蓄計劃"
"Y","法律",44900,0,1,"儲蓄計劃"
"N","醫療",66950,0,6,"儲蓄計劃"
"N","服務",36950,1,7,"儲蓄計劃"
"N","教育",78900,0,2,"儲蓄計劃"
"N","法律",43900,1,1,"儲蓄計劃"
"N","金融",133200,1,1,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",38200,1,5,"儲蓄計劃"
"N","教育",66400,1,4,"儲蓄計劃"
"Y","法律",26400,0,9,"儲蓄計劃"
"Y","醫療",56700,1,6,"儲蓄計劃"
"N","教育",48400,0,6,"儲蓄計劃"
"N","法律",13400,1,1,"儲蓄計劃"
"N","金融",94650,1,1,"儲蓄計劃"
"N","醫療",64650,0,4,"儲蓄計劃"
"N","服務",39650,1,3,"儲蓄計劃"
"N","教育",69300,1,4,"儲蓄計劃"
"Y","法律",49300,1,5,"儲蓄計劃"
"N","醫療",53600,1,6,"儲蓄計劃"
"N","服務",38600,0,7,"儲蓄計劃"
"N","教育",67200,0,8,"儲蓄計劃"
"Y","法律",27200,0,9,"儲蓄計劃"
"Y","醫療",54750,1,8,"儲蓄計劃"
"N","服務",44750,0,1,"儲蓄計劃"
"N","教育",79500,0,2,"儲蓄計劃"
"Y","法律",19500,1,5,"儲蓄計劃"
"Y","醫療",63200,0,8,"儲蓄計劃"
"N","教育",66400,0,2,"儲蓄計劃"
"Y","法律",16400,0,5,"儲蓄計劃"
"Y","醫療",59000,1,2,"儲蓄計劃"
"N","服務",44000,0,1,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",18000,0,5,"儲蓄計劃"
"N","醫療",51150,0,2,"儲蓄計劃"
"N","服務",41150,1,5,"儲蓄計劃"
"N","教育",72300,1,2,"儲蓄計劃"
"Y","法律",12300,0,3,"儲蓄計劃"
"Y","醫療",51050,1,8,"儲蓄計劃"
"N","服務",31050,0,3,"儲蓄計劃"
"N","教育",52100,1,6,"儲蓄計劃"
"Y","法律",12100,0,1,"儲蓄計劃"
"Y","醫療",72650,1,6,"儲蓄計劃"
"N","服務",42650,1,1,"儲蓄計劃"
"N","教育",45300,1,6,"儲蓄計劃"
"Y","法律",15300,0,5,"儲蓄計劃"
"N","金融",89050,0,1,"儲蓄計劃"
"N","醫療",69050,0,6,"儲蓄計劃"
"N","服務",49050,0,9,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",48100,1,7,"儲蓄計劃"
"Y","醫療",0,0,0,"儲蓄計劃"
"N","服務",36050,0,5,"儲蓄計劃"
"N","教育",77100,1,6,"儲蓄計劃"
"N","法律",22100,1,3,"儲蓄計劃"
"N","醫療",58700,0,8,"儲蓄計劃"
"N","服務",43700,0,1,"儲蓄計劃"
"N","教育",77400,0,8,"儲蓄計劃"
"Y","法律",37400,0,1,"儲蓄計劃"
"Y","醫療",57450,1,6,"儲蓄計劃"
"N","服務",42450,0,3,"儲蓄計劃"
"N","教育",44900,1,2,"儲蓄計劃"
"N","法律",14900,1,5,"儲蓄計劃"
"N","醫療",72900,1,6,"儲蓄計劃"
"N","教育",75800,0,4,"儲蓄計劃"
"N","法律",45800,1,7,"儲蓄計劃"
"Y","醫療",72300,1,2,"儲蓄計劃"
"N","服務",37300,0,1,"儲蓄計劃"
"N","教育",49600,0,6,"儲蓄計劃"
"Y","法律",24600,1,7,"儲蓄計劃"
"Y","醫療",62050,0,6,"儲蓄計劃"
"N","服務",32050,1,7,"儲蓄計劃"
"N","教育",54100,0,2,"儲蓄計劃"
"N","法律",14100,1,3,"儲蓄計劃"
"N","金融",134150,0,1,"儲蓄計劃"
"Y","醫療",74150,0,6,"儲蓄計劃"
"N","教育",38300,1,4,"儲蓄計劃"
"N","法律",38300,0,3,"儲蓄計劃"
"N","金融",95850,1,1,"儲蓄計劃"
"Y","醫療",0,1,0,"儲蓄計劃"
"N","教育",76700,0,2,"儲蓄計劃"
"Y","法律",31700,0,5,"儲蓄計劃"
"N","醫療",54650,1,6,"儲蓄計劃"
"N","教育",54300,1,6,"儲蓄計劃"
"N","法律",39300,1,3,"儲蓄計劃"
"Y","醫療",74400,0,6,"儲蓄計劃"
"N","教育",78800,1,4,"儲蓄計劃"
"Y","法律",48800,0,7,"儲蓄計劃"
"Y","醫療",59350,1,4,"儲蓄計劃"
"N","服務",39350,0,1,"儲蓄計劃"
"N","教育",68700,1,2,"儲蓄計劃"
"Y","法律",28700,1,1,"儲蓄計劃"
"N","金融",121550,0,1,"儲蓄計劃"
"Y","醫療",71550,1,8,"儲蓄計劃"
"N","服務",46550,0,1,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"N","法律",23100,0,5,"儲蓄計劃"
"N","醫療",54100,0,4,"儲蓄計劃"
"N","服務",44100,0,3,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",18200,0,3,"儲蓄計劃"
"Y","醫療",72200,0,4,"儲蓄計劃"
"N","服務",47200,0,7,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",24400,0,1,"儲蓄計劃"
"Y","醫療",54300,1,4,"儲蓄計劃"
"N","服務",34300,0,3,"儲蓄計劃"
"N","教育",0,1,0,"儲蓄計劃"
"Y","法律",38600,1,3,"儲蓄計劃"
"N","醫療",72150,0,6,"儲蓄計劃"
"N","服務",47150,1,7,"儲蓄計劃"
"N","教育",54300,0,2,"儲蓄計劃"
"Y","法律",44300,1,7,"儲蓄計劃"
"Y","醫療",68500,0,8,"儲蓄計劃"
"N","教育",0,0,0,"儲蓄計劃"
"Y","法律",37000,1,5,"儲蓄計劃"
"N","醫療",66150,1,4,"儲蓄計劃"
"N","服務",46150,1,3,"儲蓄計劃"
"N","教育",37300,0,4,"儲蓄計劃"
"Y","法律",22300,0,3,"儲蓄計劃"
"Y","醫療",74600,0,2,"儲蓄計劃"
"N","服務",34600,0,9,"儲蓄計劃"
"N","教育",59200,1,8,"儲蓄計劃"
"Y","法律",39200,0,3,"儲蓄計劃"
"N","金融",85450,0,1,"儲蓄計劃"
"N","醫療",0,1,0,"儲蓄計劃"
"N","服務",30450,1,1,"儲蓄計劃"
